queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
30,317,Truck,13,11,15,4,26,Friday,1,277
22,965,MiniTruck,18,10,18,1,44,Friday,0,209
155,935,Tractor,6,5,10,7,42,Thursday,0,562
124,27,Tractor,16,13,15,5,85,Wednesday,1,1200
160,555,Tractor,7,11,5,8,49,Friday,0,1242
85,981,Tractor,8,10,5,3,93,Thursday,0,642
198,355,MiniTruck,6,7,9,10,51,Friday,1,998
126,809,MiniTruck,10,11,20,2,84,Friday,1,1061
80,389,MiniTruck,13,5,1,8,100,Friday,0,308
189,296,Pickup,9,16,13,10,86,Tuesday,1,2170
90,388,MiniTruck,16,4,8,6,89,Tuesday,1,309
93,59,Truck,19,19,23,8,24,Friday,0,1270
188,212,Truck,13,8,3,2,49,Wednesday,0,1077
73,217,Tractor,9,7,25,6,73,Friday,1,441
68,38,Truck,6,6,9,7,23,Monday,0,294
54,354,Tractor,6,17,5,3,69,Monday,0,678
20,417,MiniTruck,8,16,12,4,49,Monday,1,275
25,319,Truck,20,8,6,2,20,Monday,1,171
22,727,Pickup,7,13,10,8,52,Monday,1,237
196,132,MiniTruck,6,6,19,1,20,Wednesday,1,883
198,471,Tractor,16,15,5,7,48,Wednesday,1,2107
23,503,Pickup,9,15,5,5,34,Tuesday,0,253
39,741,Tractor,18,20,25,7,81,Monday,0,615
102,444,MiniTruck,17,17,0,3,57,Friday,0,1233
50,395,Pickup,13,18,9,2,58,Friday,0,671
95,502,Truck,13,14,6,3,36,Saturday,1,966
175,659,Pickup,17,15,5,7,35,Wednesday,1,1858
134,659,Truck,12,11,3,8,33,Wednesday,0,1030
24,88,MiniTruck,8,12,3,3,57,Saturday,1,242
94,928,MiniTruck,12,18,6,2,46,Thursday,0,1213
190,501,MiniTruck,7,4,21,7,71,Friday,1,603
80,946,MiniTruck,16,5,17,6,80,Saturday,0,336
50,280,Truck,20,7,20,2,83,Thursday,0,320
119,49,Pickup,7,10,20,1,34,Monday,0,887
116,238,Tractor,19,6,21,9,100,Saturday,0,552
117,186,Truck,9,14,15,10,68,Wednesday,1,1195
67,32,Truck,7,6,21,6,57,Tuesday,1,348
186,78,Pickup,14,8,27,5,29,Monday,1,1110
72,230,MiniTruck,18,9,9,2,35,Wednesday,1,498
82,918,MiniTruck,16,16,30,7,38,Wednesday,0,976
33,254,Truck,16,17,28,5,36,Saturday,0,451
21,452,MiniTruck,12,5,7,9,96,Wednesday,0,108
161,738,MiniTruck,15,8,7,5,74,Thursday,1,952
38,86,Pickup,10,17,8,6,44,Tuesday,0,472
111,790,MiniTruck,15,14,0,7,24,Wednesday,1,1093
27,118,Tractor,13,7,29,4,57,Saturday,1,221
191,926,Tractor,16,7,24,1,83,Friday,0,1022
164,515,Pickup,15,14,14,7,26,Monday,0,1627
4,300,Truck,17,14,20,5,56,Thursday,1,107
128,266,Tractor,10,11,11,10,80,Tuesday,1,1032
195,637,Pickup,6,7,21,7,84,Wednesday,0,1018
93,876,Tractor,7,19,25,6,26,Wednesday,0,1281
145,239,Pickup,6,6,29,2,86,Wednesday,1,719
143,606,Pickup,10,4,23,10,65,Tuesday,0,448
84,761,MiniTruck,6,15,15,10,39,Friday,0,901
136,293,Pickup,17,8,12,7,84,Monday,1,821
53,778,Tractor,10,6,13,2,31,Friday,1,273
69,56,Pickup,8,19,16,10,23,Friday,0,931
101,534,Tractor,7,7,4,2,78,Friday,1,550
155,162,Tractor,18,9,6,4,30,Tuesday,1,1006
100,517,Pickup,8,15,0,4,86,Wednesday,1,1096
32,454,Tractor,17,18,22,2,53,Monday,0,467
72,830,Tractor,13,19,6,3,45,Wednesday,1,998
60,736,Pickup,19,12,5,2,59,Saturday,0,537
4,643,MiniTruck,8,5,14,10,50,Thursday,1,52
29,398,Pickup,7,13,4,6,26,Saturday,1,281
146,159,MiniTruck,9,4,27,10,66,Wednesday,1,480
127,642,Tractor,12,13,21,3,82,Tuesday,1,1244
150,376,Pickup,8,11,16,2,74,Saturday,0,1218
33,616,Tractor,7,11,10,2,33,Saturday,0,284
62,691,Tractor,6,7,0,8,62,Tuesday,1,325
196,712,Truck,8,12,12,10,55,Friday,1,1682
183,769,Truck,8,10,4,3,43,Tuesday,0,1301
9,591,Pickup,18,11,16,6,80,Monday,1,138
54,618,Truck,9,19,0,9,65,Friday,1,738
133,230,Pickup,15,9,3,4,34,Thursday,0,848
36,404,Truck,14,4,19,10,46,Thursday,0,131
96,129,Tractor,7,18,26,9,58,Wednesday,0,1263
139,23,Tractor,13,12,20,8,49,Friday,0,1208
25,248,Tractor,13,5,21,5,93,Wednesday,1,176
44,333,MiniTruck,11,13,0,8,82,Monday,0,417
83,955,Tractor,20,15,10,9,86,Tuesday,0,907
68,585,Truck,16,7,24,9,23,Saturday,0,365
145,687,Tractor,14,14,1,3,88,Wednesday,1,1473
124,625,Tractor,11,20,15,6,48,Thursday,0,1772
96,456,MiniTruck,7,14,28,4,47,Saturday,0,1008
115,810,Truck,12,17,13,8,27,Saturday,1,1399
55,803,Tractor,7,7,18,2,75,Saturday,0,337
27,624,MiniTruck,11,11,0,10,51,Thursday,0,203
186,136,Tractor,10,5,7,8,83,Friday,0,682
120,28,Tractor,13,10,0,7,32,Friday,0,835
14,937,Truck,10,15,16,3,25,Thursday,0,182
25,420,Tractor,19,12,14,5,36,Wednesday,1,256
144,296,Pickup,9,8,11,6,27,Thursday,1,838
35,609,Truck,11,11,12,8,99,Saturday,0,319
34,44,Pickup,8,5,19,6,81,Friday,0,179
60,341,MiniTruck,6,7,18,10,73,Friday,1,351
72,349,Pickup,11,18,23,9,30,Saturday,1,956
68,321,Tractor,6,14,8,1,66,Monday,1,727
177,701,MiniTruck,12,19,25,5,21,Friday,0,2399
13,139,Pickup,16,19,25,6,96,Saturday,0,252
10,966,Truck,7,11,28,5,100,Monday,1,183
9,377,Truck,12,19,0,10,29,Wednesday,1,119
111,387,MiniTruck,14,12,0,1,21,Monday,1,954
10,43,MiniTruck,17,17,8,6,52,Friday,1,158
99,561,Tractor,10,18,11,3,66,Thursday,0,1293
73,936,Tractor,19,13,12,7,37,Wednesday,1,700
109,81,Truck,9,20,1,8,97,Wednesday,0,1552
23,539,Truck,8,7,25,7,65,Tuesday,1,189
16,590,Truck,11,14,19,1,59,Tuesday,0,221
87,982,Truck,13,6,24,8,52,Monday,1,430
176,301,Pickup,18,19,27,7,44,Monday,0,2395
177,934,Tractor,18,9,22,4,35,Friday,1,1179
103,503,Truck,8,15,9,7,32,Thursday,1,1109
75,304,Pickup,15,17,9,6,84,Friday,0,934
65,719,MiniTruck,7,11,5,9,28,Monday,0,497
114,667,Tractor,10,12,24,8,96,Saturday,0,1029
200,612,Pickup,17,14,18,2,54,Wednesday,1,2031
6,930,Truck,15,13,12,6,89,Wednesday,1,120
61,923,Tractor,16,13,17,9,83,Friday,0,603
165,1000,Pickup,18,11,15,7,81,Thursday,1,1335
147,501,Tractor,13,20,1,6,51,Wednesday,0,2067
90,134,Truck,19,18,3,7,36,Friday,1,1152
79,472,Pickup,18,18,13,7,71,Monday,0,1035
151,143,Tractor,20,15,5,7,52,Tuesday,1,1615
148,693,Tractor,7,18,13,10,83,Monday,1,1917
108,790,Pickup,11,7,0,6,75,Saturday,0,548
188,625,Pickup,13,5,21,5,55,Thursday,1,727
124,958,Truck,10,5,11,8,79,Monday,0,471
94,994,Truck,17,6,11,6,56,Wednesday,1,441
10,675,MiniTruck,13,14,4,6,69,Saturday,0,122
126,284,MiniTruck,20,12,11,6,63,Saturday,1,1108
100,984,Pickup,9,11,26,6,54,Tuesday,0,831
182,946,MiniTruck,6,14,30,4,21,Saturday,1,1857
42,501,Pickup,8,20,20,3,80,Thursday,1,674
173,539,Pickup,6,12,26,3,74,Thursday,0,1533
61,439,Pickup,18,4,25,3,79,Thursday,1,266
68,573,Tractor,16,13,6,6,25,Monday,1,640
155,870,Pickup,18,7,13,6,48,Thursday,1,806
200,498,MiniTruck,8,12,15,2,73,Wednesday,0,1740
151,134,Pickup,9,17,18,6,22,Saturday,1,1840
45,371,Tractor,11,5,3,7,97,Monday,1,206
110,647,Pickup,14,5,15,10,85,Tuesday,0,427
14,509,Truck,6,20,2,4,47,Saturday,1,226
189,613,Truck,8,10,30,8,58,Tuesday,0,1388
111,607,Tractor,18,12,19,5,32,Friday,0,971
24,733,Pickup,16,15,29,10,98,Monday,0,329
166,730,Tractor,15,13,13,5,25,Tuesday,0,1534
28,575,Tractor,14,18,19,2,53,Thursday,1,426
152,377,Truck,7,8,0,4,49,Friday,0,863
95,637,Pickup,12,17,20,10,52,Tuesday,0,1166
147,990,MiniTruck,19,10,17,4,81,Wednesday,1,1106
41,562,MiniTruck,12,11,15,8,50,Wednesday,1,361
14,772,Tractor,6,9,27,8,80,Tuesday,0,158
117,609,Tractor,19,6,12,3,65,Monday,1,553
91,222,Tractor,12,18,19,10,38,Wednesday,1,1188
173,812,Tractor,17,18,4,7,91,Saturday,1,2227
196,744,Pickup,15,11,23,9,87,Friday,1,1586
153,101,Tractor,19,20,30,7,76,Tuesday,1,2234
123,283,Pickup,18,16,29,10,30,Monday,1,1435
5,473,Pickup,17,9,19,7,99,Thursday,1,113
47,874,MiniTruck,7,14,15,4,29,Saturday,0,493
37,38,MiniTruck,6,12,2,1,78,Monday,0,350
35,629,MiniTruck,9,11,14,1,43,Thursday,1,331
113,561,Truck,10,16,7,6,60,Monday,0,1291
150,234,MiniTruck,9,6,21,2,23,Monday,1,692
131,329,MiniTruck,12,18,26,4,31,Tuesday,1,1721
15,731,Truck,17,6,21,8,55,Friday,0,108
24,946,Pickup,11,17,30,1,83,Tuesday,0,384
48,986,Truck,17,18,6,8,47,Tuesday,1,631
163,694,Truck,7,4,3,5,92,Tuesday,1,508
41,98,Tractor,20,9,30,5,21,Monday,1,328
20,233,Pickup,11,12,27,10,74,Thursday,0,229
44,957,MiniTruck,19,6,30,5,51,Wednesday,0,255
71,868,Pickup,7,6,26,9,23,Monday,1,349
87,73,Truck,20,14,23,4,28,Saturday,0,900
147,986,MiniTruck,15,17,1,3,81,Thursday,0,1782
180,903,MiniTruck,18,19,15,10,75,Thursday,0,2431
84,282,MiniTruck,12,8,10,8,64,Monday,1,513
44,203,MiniTruck,12,12,24,1,69,Friday,1,464
170,784,Pickup,18,7,24,8,63,Wednesday,0,888
190,550,Tractor,13,19,3,2,58,Friday,0,2556
98,76,MiniTruck,14,4,30,2,92,Thursday,1,389
91,952,Pickup,6,9,12,8,90,Thursday,1,633
12,288,MiniTruck,17,13,2,5,55,Saturday,0,125
160,966,MiniTruck,18,8,23,7,83,Saturday,0,962
136,571,Truck,17,15,27,1,28,Wednesday,0,1493
59,468,Pickup,18,9,13,9,52,Friday,1,411
12,320,Tractor,10,6,13,10,84,Monday,1,103
39,915,Truck,13,16,21,9,30,Thursday,0,466
12,459,Truck,20,12,7,7,66,Friday,1,141
40,707,Tractor,15,18,12,7,33,Saturday,0,523
81,277,Truck,19,18,25,2,61,Monday,0,1095
127,462,Truck,7,18,11,2,88,Monday,0,1660
115,954,Pickup,14,12,5,9,56,Wednesday,1,991
117,467,Truck,14,17,29,8,81,Monday,1,1481
110,519,Tractor,17,6,19,3,42,Friday,0,512
77,620,Truck,10,10,0,10,39,Monday,1,543
41,483,Tractor,17,15,19,8,88,Tuesday,0,488
109,996,Pickup,20,12,25,1,87,Saturday,0,1006
44,723,Truck,11,12,25,5,79,Saturday,1,459
152,772,Truck,7,9,21,3,63,Thursday,0,1022
16,564,Tractor,12,7,23,1,91,Friday,0,166
39,386,Pickup,19,5,25,2,71,Saturday,0,216
184,68,Pickup,17,11,14,1,48,Wednesday,1,1480
159,380,Truck,11,7,12,8,68,Monday,1,828
181,443,Tractor,15,16,28,6,89,Thursday,0,2109
99,896,Truck,8,15,7,7,85,Thursday,0,1075
37,848,Truck,15,8,5,6,55,Wednesday,0,226
141,987,Truck,12,12,0,10,76,Friday,1,1207
53,862,Pickup,20,7,26,9,45,Saturday,1,322
31,792,Truck,6,4,13,7,61,Friday,1,137
132,314,Tractor,19,11,30,1,20,Wednesday,1,1098
16,250,MiniTruck,19,17,0,9,97,Saturday,1,226
10,413,MiniTruck,15,11,15,6,99,Monday,1,153
73,498,Truck,16,14,23,9,51,Monday,1,774
121,35,Tractor,13,20,18,1,40,Thursday,1,1762
68,397,Truck,9,4,21,1,61,Saturday,0,259
31,936,MiniTruck,20,19,10,5,81,Tuesday,0,457
139,309,Tractor,13,13,0,7,40,Friday,0,1263
129,353,Truck,13,9,11,6,48,Tuesday,0,840
95,730,Tractor,14,15,2,6,67,Monday,0,1017
49,357,Tractor,10,18,2,2,76,Friday,1,668
173,799,MiniTruck,6,15,3,4,99,Saturday,0,1859
136,670,MiniTruck,7,20,0,6,31,Wednesday,0,1901
33,42,Truck,13,12,20,1,55,Saturday,1,356
18,359,Pickup,15,10,6,3,80,Thursday,0,169
199,411,MiniTruck,13,11,16,8,98,Tuesday,0,1589
146,978,Tractor,16,15,5,4,97,Monday,1,1594
14,395,Pickup,9,17,25,1,76,Monday,0,251
78,869,Truck,9,19,6,10,58,Friday,0,1048
36,680,MiniTruck,14,6,18,4,75,Thursday,1,227
49,461,MiniTruck,9,17,11,4,30,Saturday,1,623
190,342,MiniTruck,11,17,17,2,67,Monday,1,2337
28,958,MiniTruck,12,11,25,2,88,Thursday,1,318
106,819,Tractor,9,5,4,4,21,Wednesday,0,377
54,266,Tractor,17,20,16,4,33,Saturday,1,807
2,806,Tractor,11,4,19,3,83,Monday,1,91
2,44,MiniTruck,9,17,29,7,74,Friday,1,112
120,61,Pickup,16,8,12,1,40,Thursday,1,728
123,771,Pickup,12,10,13,9,23,Wednesday,0,871
125,218,Truck,19,20,30,3,45,Tuesday,0,1823
145,491,Truck,7,9,9,8,83,Monday,1,963
93,121,Pickup,8,7,0,10,84,Saturday,1,482
49,433,Pickup,14,9,16,2,74,Friday,1,386
3,34,Pickup,18,16,27,9,87,Monday,0,104
125,622,Truck,10,9,11,3,89,Saturday,1,860
97,350,Truck,12,6,21,8,96,Tuesday,0,473
162,312,Truck,16,18,19,8,21,Tuesday,0,2065
11,590,Truck,14,10,8,9,20,Friday,1,91
186,284,MiniTruck,20,20,14,9,93,Monday,1,2666
137,272,Tractor,10,17,28,6,89,Thursday,1,1727
189,669,Tractor,12,5,5,2,47,Monday,0,689
109,740,Pickup,17,17,9,1,60,Saturday,1,1357
163,720,MiniTruck,9,4,16,8,91,Monday,0,509
114,556,Tractor,20,14,22,4,76,Monday,0,1187
108,772,Pickup,6,13,28,2,62,Wednesday,1,1078
139,993,Truck,9,18,6,2,56,Tuesday,0,1785
123,704,MiniTruck,12,8,8,8,96,Friday,1,743
185,278,Tractor,9,7,15,9,40,Thursday,0,929
185,846,Truck,11,19,13,7,37,Monday,1,2499
4,963,Pickup,14,12,22,7,52,Monday,0,82
86,472,Pickup,10,17,12,3,34,Friday,1,1070
131,698,MiniTruck,19,17,10,3,60,Wednesday,1,1614
39,289,MiniTruck,14,17,12,8,42,Friday,0,485
147,641,Truck,13,9,4,7,80,Friday,1,968
12,463,Truck,7,14,24,5,33,Tuesday,0,167
113,754,Tractor,14,17,21,9,87,Tuesday,0,1403
158,158,Tractor,19,20,12,3,39,Wednesday,1,2261
109,684,Pickup,8,17,28,7,31,Monday,0,1347
93,431,MiniTruck,13,12,20,9,26,Friday,1,822
52,522,Truck,17,13,26,10,40,Thursday,0,515
124,257,MiniTruck,6,16,1,1,29,Tuesday,1,1417
106,902,MiniTruck,19,16,20,1,94,Thursday,0,1271
73,639,Truck,15,6,0,1,96,Monday,1,366
101,384,MiniTruck,10,14,30,5,51,Monday,0,1060
25,505,MiniTruck,19,16,4,8,58,Saturday,0,293
2,953,MiniTruck,8,8,10,9,93,Friday,1,65
176,972,Tractor,6,19,24,4,40,Monday,1,2411
102,402,Pickup,15,7,1,8,27,Saturday,1,506
193,949,Truck,19,7,26,8,31,Tuesday,1,1004
1,674,Tractor,11,5,30,1,72,Wednesday,0,96
38,489,Pickup,20,12,7,5,93,Saturday,1,379
196,707,Pickup,11,8,29,7,65,Monday,1,1182
50,311,Pickup,20,19,21,5,30,Monday,1,722
4,180,MiniTruck,17,15,6,9,88,Saturday,1,86
88,387,Pickup,20,14,18,3,27,Wednesday,0,902
173,372,MiniTruck,8,20,23,3,49,Monday,0,2483
103,965,MiniTruck,17,11,0,4,100,Tuesday,1,846
118,741,MiniTruck,10,13,7,4,38,Friday,1,1109
89,715,Pickup,14,17,30,8,56,Saturday,0,1123
76,897,Pickup,13,8,8,7,55,Friday,1,463
39,825,Tractor,16,13,3,10,21,Thursday,1,356
161,939,Truck,6,5,19,10,76,Friday,1,624
75,197,Tractor,15,11,2,7,53,Tuesday,0,587
33,534,Tractor,12,15,16,6,97,Thursday,0,409
197,204,MiniTruck,14,6,0,6,66,Thursday,0,842
93,805,MiniTruck,9,12,21,6,68,Wednesday,0,839
167,170,Tractor,10,10,29,5,55,Monday,1,1254
178,47,Truck,12,10,2,4,95,Wednesday,1,1300
62,350,Pickup,14,12,27,6,99,Monday,1,621
54,727,Truck,8,20,5,2,32,Monday,0,776
101,335,Tractor,7,20,2,6,52,Wednesday,1,1441
142,537,Tractor,18,18,20,8,26,Thursday,0,1818
95,896,Truck,13,4,19,6,22,Saturday,1,312
34,414,Tractor,8,18,12,3,52,Saturday,0,469
34,457,MiniTruck,13,8,0,8,97,Friday,0,214
66,776,Pickup,6,19,16,10,50,Thursday,1,919
127,699,MiniTruck,8,10,19,10,99,Thursday,0,946
100,599,Truck,18,20,9,6,55,Wednesday,0,1427
174,845,Tractor,14,15,14,10,39,Friday,0,1844
103,847,Tractor,17,4,3,7,65,Monday,1,320
155,760,MiniTruck,8,19,29,5,77,Friday,1,2158
26,389,MiniTruck,17,11,6,4,29,Saturday,1,229
147,983,Tractor,7,10,20,5,83,Wednesday,1,1110
17,651,Pickup,17,7,27,8,68,Wednesday,0,147
37,135,Truck,18,4,25,1,41,Thursday,1,186
79,698,MiniTruck,20,20,21,8,27,Monday,1,1152
31,671,Tractor,11,11,16,1,73,Tuesday,0,304
158,736,Truck,11,10,28,8,69,Friday,0,1172
44,767,Pickup,16,9,22,8,56,Saturday,1,340
199,211,Tractor,12,20,21,10,80,Wednesday,0,2838
23,98,MiniTruck,8,12,24,4,88,Thursday,0,273
169,46,Pickup,11,18,19,4,32,Wednesday,1,2186
65,689,MiniTruck,18,7,18,10,68,Saturday,1,373
81,714,Pickup,8,12,21,4,90,Wednesday,0,755
148,990,Tractor,18,19,14,2,65,Thursday,0,2022
171,671,Pickup,14,14,0,8,27,Wednesday,0,1665
139,179,MiniTruck,7,7,25,1,44,Monday,1,765
116,153,Truck,13,15,18,2,55,Wednesday,1,1290
107,459,Truck,15,17,25,7,78,Saturday,1,1356
3,114,MiniTruck,6,12,7,5,20,Monday,0,34
48,421,MiniTruck,11,18,12,5,79,Wednesday,1,668
165,886,Pickup,11,18,28,4,37,Friday,1,2156
123,328,Truck,18,5,10,1,75,Friday,1,500
158,41,Tractor,9,11,1,10,58,Thursday,0,1217
31,338,Pickup,16,4,27,7,32,Thursday,1,150
57,890,Pickup,9,4,10,4,57,Tuesday,0,196
126,746,Truck,16,17,4,10,45,Monday,1,1514
29,380,Truck,13,7,27,1,75,Thursday,0,230
102,638,Truck,9,17,27,8,27,Wednesday,0,1257
69,141,Truck,13,19,14,10,75,Saturday,0,953
27,628,MiniTruck,12,18,1,10,99,Thursday,0,361
141,492,MiniTruck,15,17,26,2,39,Tuesday,0,1743
5,545,Pickup,14,20,9,8,77,Friday,0,102
66,816,Tractor,13,15,19,7,87,Saturday,1,768
138,723,Pickup,8,18,8,9,43,Saturday,0,1749
4,913,Truck,15,18,2,6,52,Thursday,1,77
152,383,Truck,7,10,27,4,69,Thursday,0,1140
187,693,Truck,7,14,12,8,86,Monday,1,1890
5,568,Tractor,20,9,30,5,71,Wednesday,0,112
165,265,Pickup,7,17,25,6,27,Friday,1,2023
172,675,Tractor,16,10,21,2,67,Friday,1,1288
164,261,Pickup,14,6,25,4,35,Saturday,0,744
94,128,Truck,17,11,12,10,22,Monday,1,743
113,628,Truck,10,17,23,5,56,Friday,1,1418
16,808,MiniTruck,16,6,10,2,97,Tuesday,1,144
40,526,Truck,19,6,19,3,75,Friday,0,234
6,658,Pickup,16,5,20,7,86,Monday,1,98
79,900,Truck,12,17,27,7,32,Monday,1,1004
195,497,Tractor,19,12,5,1,72,Thursday,0,1681
143,50,MiniTruck,17,20,23,6,90,Tuesday,1,2090
174,31,MiniTruck,15,19,15,10,61,Saturday,1,2359
46,311,Truck,6,11,1,4,30,Wednesday,0,359
192,825,Pickup,7,18,11,10,91,Friday,1,2471
46,811,Tractor,16,13,19,5,79,Thursday,1,496
166,122,MiniTruck,15,15,27,9,47,Tuesday,1,1808
20,633,Truck,7,4,4,7,49,Tuesday,1,82
160,875,Tractor,8,18,29,8,80,Monday,1,2105
148,333,Tractor,12,20,5,4,98,Saturday,1,2134
190,399,MiniTruck,9,12,8,9,43,Monday,0,1606
134,668,Truck,7,7,10,6,81,Thursday,1,714
200,122,MiniTruck,19,7,6,10,89,Wednesday,1,1021
64,180,Tractor,13,15,0,9,47,Friday,1,683
63,140,Pickup,11,9,26,6,39,Saturday,0,450
38,305,Tractor,10,8,3,4,92,Wednesday,1,267
148,927,Pickup,11,17,5,9,20,Thursday,0,1754
58,402,Truck,6,17,22,5,61,Wednesday,0,749
79,820,Tractor,15,13,1,8,89,Tuesday,1,756
48,394,MiniTruck,14,18,23,3,93,Tuesday,1,703
6,804,Pickup,20,9,20,6,84,Thursday,0,101
98,39,Truck,11,15,17,3,37,Thursday,0,1072
194,227,Truck,12,18,11,1,28,Monday,1,2492
51,890,Tractor,16,18,23,1,47,Wednesday,0,709
74,979,Pickup,13,14,24,7,89,Friday,1,811
55,773,Pickup,7,11,14,10,95,Friday,1,484
3,557,Truck,19,14,7,9,43,Friday,0,37
46,741,Tractor,16,11,21,10,69,Wednesday,1,415
177,785,MiniTruck,19,10,24,8,69,Wednesday,1,1312
86,136,Tractor,16,14,29,7,39,Tuesday,0,899
4,574,Tractor,18,12,24,7,52,Saturday,1,101
34,622,Pickup,7,10,16,1,77,Monday,1,320
12,957,Pickup,15,10,19,10,53,Wednesday,0,118
10,993,Pickup,16,20,6,9,39,Friday,0,144
19,410,Tractor,15,20,23,7,21,Wednesday,0,301
125,539,MiniTruck,17,19,25,2,27,Tuesday,1,1735
167,215,Truck,11,16,19,6,73,Tuesday,1,1941
161,55,Pickup,15,13,2,3,47,Wednesday,0,1483
141,561,Truck,16,20,24,9,69,Monday,0,2029
24,925,Truck,13,7,9,10,42,Tuesday,1,141
7,270,Pickup,14,4,16,6,91,Saturday,1,94
67,820,MiniTruck,9,19,4,2,45,Tuesday,1,930
183,747,Pickup,13,17,6,9,48,Monday,0,2186
176,964,Truck,18,13,7,9,58,Saturday,0,1617
12,809,Pickup,15,19,10,7,85,Saturday,1,216
46,140,Truck,14,5,2,9,80,Wednesday,1,193
43,632,Truck,17,11,3,2,40,Thursday,1,366
159,728,Pickup,10,16,0,4,27,Tuesday,0,1782
28,156,Truck,13,20,3,8,22,Wednesday,0,385
181,270,Tractor,13,14,16,9,90,Monday,0,1823
137,345,Tractor,6,17,6,1,53,Monday,1,1680
89,153,Pickup,8,16,2,9,92,Monday,0,1019
148,372,Tractor,7,5,0,2,78,Friday,0,551
194,351,Truck,9,16,27,3,39,Tuesday,0,2237
20,240,Pickup,6,9,0,10,91,Monday,1,156
2,96,MiniTruck,12,16,2,4,71,Monday,1,64
127,166,Pickup,8,5,20,5,66,Monday,0,502
112,773,Tractor,17,15,7,4,46,Wednesday,0,1201
29,997,Pickup,17,9,13,3,61,Monday,0,230
80,883,MiniTruck,12,7,15,4,24,Wednesday,0,422
187,990,MiniTruck,7,10,7,3,23,Friday,1,1340
114,227,Truck,19,8,9,1,81,Wednesday,0,693
164,882,Tractor,11,17,13,6,50,Tuesday,0,1984
57,834,Pickup,9,20,30,6,81,Wednesday,0,880
57,639,Truck,15,14,27,9,22,Saturday,0,596
8,834,MiniTruck,7,16,4,7,82,Wednesday,0,117
24,750,MiniTruck,12,20,7,2,54,Thursday,1,386
2,870,Truck,9,12,24,6,66,Friday,1,94
100,900,MiniTruck,16,9,1,2,84,Monday,0,668
36,238,Tractor,6,7,12,6,33,Friday,0,198
104,781,Truck,19,7,27,8,64,Monday,1,586
88,142,Tractor,12,18,15,6,22,Wednesday,1,1146
25,926,Pickup,16,9,21,3,85,Saturday,1,248
51,770,Pickup,11,17,17,9,83,Tuesday,0,655
37,929,Truck,10,19,2,1,49,Thursday,1,532
59,311,Pickup,12,13,2,5,57,Tuesday,1,569
30,722,Pickup,10,14,6,2,57,Wednesday,1,343
91,35,Truck,6,8,20,10,22,Thursday,1,545
79,501,Tractor,11,17,29,5,37,Thursday,0,1001
152,280,Tractor,12,6,1,10,23,Friday,0,621
67,351,Truck,16,20,3,5,75,Saturday,1,981
114,62,Tractor,19,10,13,1,76,Wednesday,0,859
126,80,Pickup,6,9,5,6,41,Wednesday,1,821
52,696,Truck,9,12,23,2,77,Thursday,0,515
48,579,Truck,20,15,9,2,82,Wednesday,1,572
174,52,Truck,12,11,14,10,24,Wednesday,1,1364
142,188,Truck,13,10,19,4,47,Friday,1,1058
159,665,Truck,6,9,25,10,74,Saturday,1,1073
112,995,Truck,8,5,25,7,56,Thursday,1,464
185,438,Pickup,12,12,14,9,65,Thursday,0,1587
85,940,Truck,14,12,29,6,27,Saturday,0,767
167,907,MiniTruck,9,8,11,8,21,Friday,0,943
132,462,Truck,6,8,16,6,100,Wednesday,0,803
65,264,Tractor,11,14,4,1,51,Tuesday,1,682
87,872,Truck,14,7,27,10,87,Monday,1,508
48,562,Tractor,18,5,27,6,44,Monday,1,241
126,244,Truck,17,11,25,1,49,Friday,1,1056
5,127,Pickup,16,19,14,7,95,Tuesday,0,121
149,905,Truck,17,4,10,1,82,Monday,1,490
9,636,MiniTruck,13,13,29,5,64,Saturday,1,171
7,890,Pickup,15,7,28,5,51,Friday,1,115
112,502,Tractor,14,13,7,2,60,Saturday,1,1072
106,527,Pickup,15,14,19,8,99,Tuesday,1,1117
47,774,Pickup,9,9,22,8,47,Tuesday,1,354
59,520,Truck,9,6,18,1,61,Thursday,1,326
196,348,Truck,20,12,2,4,59,Tuesday,0,1667
115,426,Tractor,8,20,14,7,90,Monday,1,1677
9,974,MiniTruck,18,6,18,2,80,Monday,0,107
175,294,Tractor,19,11,13,4,76,Wednesday,0,1399
119,275,Truck,7,10,2,9,53,Tuesday,1,851
20,212,MiniTruck,19,19,22,2,75,Saturday,0,341
106,147,Truck,7,13,14,7,41,Monday,1,1007
53,281,Pickup,14,19,28,4,64,Wednesday,0,780
72,864,MiniTruck,20,15,25,7,59,Thursday,0,814
17,687,Truck,18,16,16,9,61,Friday,0,225
104,432,Tractor,13,4,0,9,86,Friday,1,322
58,581,Tractor,6,7,9,9,66,Thursday,0,308
104,402,Pickup,6,20,16,1,53,Monday,0,1511
193,992,Tractor,10,13,30,7,43,Friday,0,1816
111,87,Pickup,9,12,22,7,24,Friday,1,982
56,802,Pickup,19,10,2,5,92,Tuesday,0,427
133,107,Tractor,13,8,24,3,95,Saturday,0,831
134,782,Truck,10,14,0,4,20,Saturday,0,1311
71,601,Truck,16,6,12,5,82,Thursday,1,363
149,209,Pickup,9,17,17,2,46,Tuesday,1,1839
167,154,Tractor,16,19,25,9,33,Friday,0,2260
94,373,Tractor,16,9,11,9,88,Tuesday,0,631
45,110,Tractor,12,19,2,7,26,Saturday,0,594
