humidity_pct,wind_kmh,temp_c,rain_risk_pct,recommended_action
62,3,22,38,monitor tarpaulin
52,32,28,83,stop unloading and alert operators
95,34,26,7,normal unloading
79,14,20,73,cover open yard
66,32,22,26,monitor tarpaulin
83,33,22,77,cover open yard
47,11,32,6,normal unloading
80,11,24,14,normal unloading
53,12,23,87,stop unloading and alert operators
84,31,33,59,prepare covers
88,10,21,14,normal unloading
78,7,23,14,normal unloading
64,27,23,16,normal unloading
51,4,23,79,cover open yard
86,4,34,17,normal unloading
86,23,36,97,stop unloading and alert operators
68,17,26,79,cover open yard
87,15,21,37,monitor tarpaulin
76,14,33,48,prepare covers
61,15,37,1,normal unloading
82,13,34,83,stop unloading and alert operators
82,21,36,13,normal unloading
49,20,25,12,normal unloading
45,20,20,71,cover open yard
83,27,40,67,cover open yard
48,23,20,73,cover open yard
82,22,24,19,normal unloading
78,20,32,16,normal unloading
41,14,31,44,prepare covers
86,26,22,94,stop unloading and alert operators
87,2,26,91,stop unloading and alert operators
82,24,24,99,stop unloading and alert operators
84,33,20,99,stop unloading and alert operators
46,16,34,15,normal unloading
49,19,26,54,prepare covers
62,22,37,46,prepare covers
64,21,24,27,monitor tarpaulin
94,3,28,9,normal unloading
87,11,20,18,normal unloading
70,5,33,15,normal unloading
63,12,35,29,monitor tarpaulin
75,33,28,7,normal unloading
50,5,34,92,stop unloading and alert operators
86,7,33,54,prepare covers
95,3,33,29,monitor tarpaulin
48,10,29,67,cover open yard
81,8,30,40,prepare covers
56,12,40,82,stop unloading and alert operators
40,16,29,4,normal unloading
55,5,23,2,normal unloading
79,25,32,63,cover open yard
76,30,31,54,prepare covers
90,21,39,8,normal unloading
63,30,38,86,stop unloading and alert operators
89,24,31,36,monitor tarpaulin
67,13,27,32,monitor tarpaulin
70,8,24,32,monitor tarpaulin
69,29,20,14,normal unloading
42,5,23,100,stop unloading and alert operators
72,9,21,26,monitor tarpaulin
41,28,37,29,monitor tarpaulin
46,30,32,35,monitor tarpaulin
88,7,35,20,monitor tarpaulin
67,35,21,69,cover open yard
40,35,23,93,stop unloading and alert operators
82,25,34,13,normal unloading
49,3,23,43,prepare covers
85,5,34,10,normal unloading
52,34,21,52,prepare covers
68,8,27,6,normal unloading
69,16,30,10,normal unloading
43,20,31,67,cover open yard
57,33,29,25,monitor tarpaulin
91,27,25,14,normal unloading
85,14,20,2,normal unloading
76,29,25,44,prepare covers
74,35,31,57,prepare covers
67,29,39,32,monitor tarpaulin
71,3,26,15,normal unloading
75,2,30,25,monitor tarpaulin
82,14,39,51,prepare covers
50,30,28,55,prepare covers
65,29,24,10,normal unloading
62,6,36,30,monitor tarpaulin
93,10,35,2,normal unloading
42,5,28,51,prepare covers
66,29,23,39,monitor tarpaulin
61,3,22,14,normal unloading
43,30,38,62,cover open yard
82,31,23,32,monitor tarpaulin
42,3,40,33,monitor tarpaulin
77,17,37,98,stop unloading and alert operators
75,6,38,96,stop unloading and alert operators
84,19,38,0,normal unloading
60,17,22,40,prepare covers
90,13,21,32,monitor tarpaulin
79,34,21,75,cover open yard
59,33,32,100,stop unloading and alert operators
78,35,35,81,stop unloading and alert operators
54,6,26,59,prepare covers
77,30,23,53,prepare covers
64,20,23,52,prepare covers
64,8,24,27,monitor tarpaulin
71,20,21,62,cover open yard
70,19,27,29,monitor tarpaulin
93,13,30,55,prepare covers
51,15,36,85,stop unloading and alert operators
77,20,38,72,cover open yard
47,30,20,8,normal unloading
85,18,25,55,prepare covers
94,10,20,27,monitor tarpaulin
69,5,36,58,prepare covers
92,12,23,11,normal unloading
66,5,25,84,stop unloading and alert operators
82,3,40,84,stop unloading and alert operators
80,18,23,69,cover open yard
91,7,27,47,prepare covers
83,34,39,64,cover open yard
89,30,24,14,normal unloading
45,30,20,93,stop unloading and alert operators
93,34,40,75,cover open yard
58,34,20,9,normal unloading
74,27,28,38,monitor tarpaulin
74,10,25,97,stop unloading and alert operators
47,30,31,66,cover open yard
72,16,38,56,prepare covers
72,25,34,1,normal unloading
74,13,21,3,normal unloading
56,4,33,60,cover open yard
60,32,22,23,monitor tarpaulin
93,14,32,72,cover open yard
45,21,39,51,prepare covers
45,7,25,65,cover open yard
71,19,25,76,cover open yard
82,29,37,64,cover open yard
49,31,32,74,cover open yard
82,32,40,6,normal unloading
57,4,38,45,prepare covers
54,9,28,11,normal unloading
90,29,23,45,prepare covers
67,4,35,70,cover open yard
81,17,25,62,cover open yard
58,16,30,92,stop unloading and alert operators
64,24,23,99,stop unloading and alert operators
69,27,25,37,monitor tarpaulin
80,4,39,53,prepare covers
84,20,39,48,prepare covers
64,17,28,78,cover open yard
67,3,28,57,prepare covers
72,21,24,8,normal unloading
68,2,24,71,cover open yard
61,8,32,18,normal unloading
50,24,38,97,stop unloading and alert operators
55,28,28,69,cover open yard
74,10,20,64,cover open yard
76,16,28,68,cover open yard
65,34,27,78,cover open yard
42,29,24,33,monitor tarpaulin
65,32,24,96,stop unloading and alert operators
73,30,39,73,cover open yard
44,29,20,79,cover open yard
93,6,22,38,monitor tarpaulin
44,15,23,75,cover open yard
88,17,31,84,stop unloading and alert operators
88,12,26,91,stop unloading and alert operators
66,8,27,27,monitor tarpaulin
70,28,20,43,prepare covers
51,17,21,32,monitor tarpaulin
60,34,23,51,prepare covers
61,3,25,46,prepare covers
57,21,35,18,normal unloading
56,9,39,12,normal unloading
67,22,40,4,normal unloading
95,14,29,35,monitor tarpaulin
41,28,32,8,normal unloading
70,32,22,98,stop unloading and alert operators
73,10,28,76,cover open yard
74,4,37,69,cover open yard
86,2,32,59,prepare covers
93,11,23,34,monitor tarpaulin
45,30,28,52,prepare covers
73,8,27,41,prepare covers
79,13,32,80,stop unloading and alert operators
64,18,37,54,prepare covers
79,17,38,50,prepare covers
84,30,29,64,cover open yard
64,21,22,41,prepare covers
61,18,30,84,stop unloading and alert operators
43,9,23,78,cover open yard
48,13,21,87,stop unloading and alert operators
89,32,31,31,monitor tarpaulin
84,26,21,44,prepare covers
47,6,35,10,normal unloading
67,5,27,76,cover open yard
74,27,26,53,prepare covers
60,17,33,90,stop unloading and alert operators
81,10,23,65,cover open yard
77,18,30,47,prepare covers
78,5,32,62,cover open yard
40,5,20,76,cover open yard
81,21,24,38,monitor tarpaulin
73,18,25,6,normal unloading
58,26,32,87,stop unloading and alert operators
95,19,37,78,cover open yard
67,29,35,52,prepare covers
43,22,33,33,monitor tarpaulin
50,2,29,40,prepare covers
67,25,35,96,stop unloading and alert operators
68,23,37,3,normal unloading
76,30,29,98,stop unloading and alert operators
60,16,26,100,stop unloading and alert operators
72,3,33,16,normal unloading
55,25,28,51,prepare covers
64,10,40,23,monitor tarpaulin
89,28,30,89,stop unloading and alert operators
58,5,23,50,prepare covers
80,23,39,77,cover open yard
62,16,21,1,normal unloading
84,29,25,23,monitor tarpaulin
47,13,24,37,monitor tarpaulin
51,30,33,61,cover open yard
84,32,29,51,prepare covers
48,22,39,8,normal unloading
64,3,23,10,normal unloading
51,19,23,11,normal unloading
63,34,28,68,cover open yard
91,35,40,49,prepare covers
43,2,37,1,normal unloading
46,32,38,66,cover open yard
65,32,35,71,cover open yard
48,14,22,22,monitor tarpaulin
76,24,34,100,stop unloading and alert operators
40,19,34,17,normal unloading
85,28,28,21,monitor tarpaulin
80,29,22,18,normal unloading
86,9,25,6,normal unloading
53,35,28,29,monitor tarpaulin
87,32,30,29,monitor tarpaulin
67,24,38,93,stop unloading and alert operators
64,5,34,70,cover open yard
62,12,31,33,monitor tarpaulin
72,13,29,16,normal unloading
47,16,36,41,prepare covers
56,25,28,6,normal unloading
42,29,28,39,monitor tarpaulin
81,25,29,83,stop unloading and alert operators
69,23,24,25,monitor tarpaulin
94,6,23,17,normal unloading
52,11,34,36,monitor tarpaulin
89,33,39,93,stop unloading and alert operators
92,7,34,56,prepare covers
89,27,26,31,monitor tarpaulin
82,20,40,82,stop unloading and alert operators
83,12,35,21,monitor tarpaulin
41,14,37,68,cover open yard
64,12,22,60,cover open yard
62,2,40,69,cover open yard
43,6,39,100,stop unloading and alert operators
64,17,21,32,monitor tarpaulin
61,14,21,49,prepare covers
78,16,30,92,stop unloading and alert operators
74,34,24,34,monitor tarpaulin
79,16,30,29,monitor tarpaulin
59,2,21,89,stop unloading and alert operators
90,8,36,8,normal unloading
85,27,34,60,cover open yard
72,20,36,8,normal unloading
93,29,31,22,monitor tarpaulin
57,18,28,85,stop unloading and alert operators
63,18,28,54,prepare covers
43,15,37,46,prepare covers
84,6,35,77,cover open yard
79,15,34,90,stop unloading and alert operators
90,8,20,82,stop unloading and alert operators
83,22,27,82,stop unloading and alert operators
78,9,24,68,cover open yard
69,34,36,84,stop unloading and alert operators
56,26,39,72,cover open yard
77,29,38,67,cover open yard
72,11,39,7,normal unloading
59,22,35,74,cover open yard
84,10,35,13,normal unloading
57,30,24,32,monitor tarpaulin
64,16,21,11,normal unloading
95,26,28,22,monitor tarpaulin
57,10,26,71,cover open yard
81,16,38,57,prepare covers
50,35,27,30,monitor tarpaulin
76,8,24,14,normal unloading
81,33,20,50,prepare covers
92,12,38,26,monitor tarpaulin
51,35,36,6,normal unloading
85,15,25,18,normal unloading
47,4,23,1,normal unloading
51,16,25,0,normal unloading
41,6,36,49,prepare covers
69,29,32,14,normal unloading
42,3,36,80,stop unloading and alert operators
78,32,32,15,normal unloading
40,7,29,24,monitor tarpaulin
63,26,22,36,monitor tarpaulin
43,17,37,37,monitor tarpaulin
60,17,40,10,normal unloading
77,34,21,100,stop unloading and alert operators
70,19,33,100,stop unloading and alert operators
88,10,26,40,prepare covers
59,28,38,40,prepare covers
93,8,21,0,normal unloading
52,3,34,96,stop unloading and alert operators
65,13,20,47,prepare covers
92,19,30,95,stop unloading and alert operators
77,26,34,9,normal unloading
61,3,21,55,prepare covers
67,26,33,34,monitor tarpaulin
45,6,20,82,stop unloading and alert operators
65,25,29,11,normal unloading
85,7,27,36,monitor tarpaulin
40,30,37,41,prepare covers
46,27,39,75,cover open yard
57,32,21,66,cover open yard
79,2,31,98,stop unloading and alert operators
75,14,33,53,prepare covers
75,14,29,70,cover open yard
49,26,37,92,stop unloading and alert operators
76,27,25,49,prepare covers
78,31,20,67,cover open yard
54,29,37,71,cover open yard
73,9,35,67,cover open yard
83,33,39,9,normal unloading
63,3,31,75,cover open yard
67,13,31,58,prepare covers
94,6,38,58,prepare covers
64,3,39,30,monitor tarpaulin
48,3,22,16,normal unloading
67,24,34,80,stop unloading and alert operators
73,13,32,1,normal unloading
59,7,37,0,normal unloading
88,25,24,9,normal unloading
90,31,31,42,prepare covers
72,22,23,58,prepare covers
71,31,29,90,stop unloading and alert operators
45,10,35,37,monitor tarpaulin
64,13,22,12,normal unloading
74,11,28,11,normal unloading
78,27,24,55,prepare covers
57,13,25,18,normal unloading
78,32,30,65,cover open yard
77,6,34,6,normal unloading
91,18,31,34,monitor tarpaulin
48,8,37,44,prepare covers
83,20,31,62,cover open yard
93,4,30,55,prepare covers
89,34,24,0,normal unloading
94,11,24,46,prepare covers
71,2,38,2,normal unloading
86,5,22,80,stop unloading and alert operators
65,16,30,52,prepare covers
57,5,34,21,monitor tarpaulin
53,10,28,60,cover open yard
51,34,25,71,cover open yard
79,22,28,0,normal unloading
43,7,35,66,cover open yard
81,35,25,20,monitor tarpaulin
84,18,34,30,monitor tarpaulin
45,10,33,9,normal unloading
64,25,20,61,cover open yard
44,5,31,71,cover open yard
81,5,22,14,normal unloading
76,25,20,78,cover open yard
51,31,23,84,stop unloading and alert operators
45,22,25,54,prepare covers
45,4,31,29,monitor tarpaulin
92,30,21,72,cover open yard
48,14,21,4,normal unloading
69,6,33,75,cover open yard
60,2,20,61,cover open yard
56,7,36,73,cover open yard
90,21,37,91,stop unloading and alert operators
60,20,27,82,stop unloading and alert operators
49,35,34,52,prepare covers
77,15,33,44,prepare covers
48,18,28,60,cover open yard
89,9,33,93,stop unloading and alert operators
45,34,24,60,cover open yard
52,21,37,10,normal unloading
53,6,21,33,monitor tarpaulin
61,4,24,45,prepare covers
89,27,27,87,stop unloading and alert operators
51,6,34,37,monitor tarpaulin
53,25,34,32,monitor tarpaulin
73,17,30,19,normal unloading
66,35,21,51,prepare covers
95,19,37,55,prepare covers
42,29,34,24,monitor tarpaulin
77,16,28,38,monitor tarpaulin
74,34,26,70,cover open yard
59,13,30,29,monitor tarpaulin
64,21,32,17,normal unloading
74,5,30,42,prepare covers
43,30,34,35,monitor tarpaulin
85,5,32,46,prepare covers
68,23,31,10,normal unloading
63,27,25,26,monitor tarpaulin
76,13,20,76,cover open yard
42,23,30,13,normal unloading
42,33,40,89,stop unloading and alert operators
59,3,39,13,normal unloading
54,8,22,12,normal unloading
69,34,32,12,normal unloading
78,3,24,42,prepare covers
91,20,34,87,stop unloading and alert operators
64,5,25,21,monitor tarpaulin
80,3,32,91,stop unloading and alert operators
79,25,27,40,prepare covers
92,19,22,87,stop unloading and alert operators
51,2,22,85,stop unloading and alert operators
48,13,34,40,prepare covers
90,24,21,1,normal unloading
50,28,21,10,normal unloading
60,9,30,27,monitor tarpaulin
95,13,31,83,stop unloading and alert operators
83,18,34,81,stop unloading and alert operators
79,23,21,56,prepare covers
58,4,35,12,normal unloading
88,30,26,16,normal unloading
69,5,31,90,stop unloading and alert operators
87,25,40,3,normal unloading
54,6,21,1,normal unloading
65,20,39,27,monitor tarpaulin
59,2,26,88,stop unloading and alert operators
77,9,20,35,monitor tarpaulin
62,10,21,27,monitor tarpaulin
67,4,36,78,cover open yard
84,20,22,9,normal unloading
74,21,40,78,cover open yard
46,16,40,43,prepare covers
79,13,37,45,prepare covers
62,17,31,87,stop unloading and alert operators
76,23,24,5,normal unloading
63,26,22,4,normal unloading
43,28,35,72,cover open yard
76,2,40,2,normal unloading
65,29,37,7,normal unloading
44,26,34,61,cover open yard
56,4,27,61,cover open yard
72,19,24,91,stop unloading and alert operators
53,14,38,36,monitor tarpaulin
59,25,27,2,normal unloading
40,27,35,58,prepare covers
64,12,30,41,prepare covers
40,15,25,81,stop unloading and alert operators
62,2,22,63,cover open yard
53,26,30,32,monitor tarpaulin
48,27,25,36,monitor tarpaulin
46,31,37,32,monitor tarpaulin
51,5,40,23,monitor tarpaulin
82,11,27,28,monitor tarpaulin
59,23,23,8,normal unloading
40,4,38,5,normal unloading
81,28,21,45,prepare covers
55,2,40,97,stop unloading and alert operators
74,28,36,32,monitor tarpaulin
55,2,24,14,normal unloading
45,26,32,56,prepare covers
54,10,39,0,normal unloading
58,23,34,42,prepare covers
88,30,30,72,cover open yard
95,13,22,21,monitor tarpaulin
77,29,29,21,monitor tarpaulin
65,4,27,30,monitor tarpaulin
66,13,20,88,stop unloading and alert operators
49,31,31,45,prepare covers
73,13,22,32,monitor tarpaulin
69,31,20,88,stop unloading and alert operators
78,10,20,56,prepare covers
47,7,31,20,monitor tarpaulin
54,2,25,24,monitor tarpaulin
67,12,23,82,stop unloading and alert operators
90,12,22,45,prepare covers
73,9,36,73,cover open yard
71,2,31,72,cover open yard
46,29,23,98,stop unloading and alert operators
47,34,33,27,monitor tarpaulin
74,25,30,70,cover open yard
75,7,38,40,prepare covers
76,31,35,21,monitor tarpaulin
85,8,32,71,cover open yard
73,4,21,96,stop unloading and alert operators
89,23,27,61,cover open yard
74,15,22,70,cover open yard
64,11,36,74,cover open yard
70,13,36,35,monitor tarpaulin
61,21,21,84,stop unloading and alert operators
46,34,24,21,monitor tarpaulin
86,32,25,0,normal unloading
43,13,37,27,monitor tarpaulin
79,20,37,16,normal unloading
80,16,24,84,stop unloading and alert operators
49,5,28,11,normal unloading
57,19,35,35,monitor tarpaulin
81,15,24,95,stop unloading and alert operators
95,35,23,8,normal unloading
66,25,38,77,cover open yard
85,14,20,86,stop unloading and alert operators
48,2,24,4,normal unloading
80,15,21,35,monitor tarpaulin
85,11,27,16,normal unloading
48,30,35,45,prepare covers
94,10,23,31,monitor tarpaulin
63,14,21,99,stop unloading and alert operators
88,10,36,11,normal unloading
66,23,21,52,prepare covers
56,27,26,0,normal unloading
83,5,31,91,stop unloading and alert operators
90,16,34,58,prepare covers
69,24,32,74,cover open yard
46,16,24,98,stop unloading and alert operators
44,3,40,20,monitor tarpaulin
78,7,33,87,stop unloading and alert operators
92,6,35,38,monitor tarpaulin
64,4,25,74,cover open yard
87,35,26,15,normal unloading
90,3,28,31,monitor tarpaulin
93,19,22,79,cover open yard
64,27,25,19,normal unloading
76,7,26,15,normal unloading
66,33,20,64,cover open yard
43,25,32,71,cover open yard
63,28,32,58,prepare covers
88,4,32,29,monitor tarpaulin
84,27,24,10,normal unloading
76,34,32,46,prepare covers
63,5,29,74,cover open yard
58,18,29,83,stop unloading and alert operators
42,30,33,50,prepare covers
52,21,39,98,stop unloading and alert operators
52,16,38,53,prepare covers
62,2,29,82,stop unloading and alert operators
78,26,25,58,prepare covers
52,10,25,49,prepare covers
48,29,23,11,normal unloading
58,11,28,27,monitor tarpaulin
90,28,24,94,stop unloading and alert operators
61,22,28,86,stop unloading and alert operators
49,8,36,65,cover open yard
80,4,37,94,stop unloading and alert operators
71,8,39,52,prepare covers
49,17,29,91,stop unloading and alert operators
45,26,28,28,monitor tarpaulin
52,23,27,17,normal unloading
86,20,34,23,monitor tarpaulin
63,5,31,68,cover open yard
55,16,27,33,monitor tarpaulin
52,4,27,9,normal unloading
45,25,36,63,cover open yard
65,3,31,92,stop unloading and alert operators
57,25,34,99,stop unloading and alert operators
86,26,38,86,stop unloading and alert operators
57,33,30,58,prepare covers
65,19,40,42,prepare covers
52,25,27,55,prepare covers
63,32,28,50,prepare covers
64,34,32,8,normal unloading
67,15,28,16,normal unloading
45,13,30,36,monitor tarpaulin
63,3,37,89,stop unloading and alert operators
40,23,39,39,monitor tarpaulin
72,7,30,23,monitor tarpaulin
88,27,39,18,normal unloading
60,25,38,48,prepare covers
65,21,34,23,monitor tarpaulin
47,17,20,58,prepare covers
95,19,24,30,monitor tarpaulin
63,9,28,23,monitor tarpaulin
64,9,29,6,normal unloading
82,18,40,69,cover open yard
77,14,27,20,monitor tarpaulin
66,9,29,99,stop unloading and alert operators
60,21,26,91,stop unloading and alert operators
91,5,34,72,cover open yard
66,16,34,28,monitor tarpaulin
46,3,20,68,cover open yard
81,9,35,67,cover open yard
92,24,25,18,normal unloading
47,7,31,93,stop unloading and alert operators
75,30,22,71,cover open yard
57,22,25,26,monitor tarpaulin
63,19,25,55,prepare covers
72,31,28,34,monitor tarpaulin
94,33,21,14,normal unloading
71,14,40,20,monitor tarpaulin
95,3,36,52,prepare covers
90,23,24,28,monitor tarpaulin
68,31,34,16,normal unloading
76,29,32,87,stop unloading and alert operators
60,28,26,24,monitor tarpaulin
69,2,23,35,monitor tarpaulin
43,4,40,89,stop unloading and alert operators
62,11,34,68,cover open yard
44,3,31,41,prepare covers
81,35,21,4,normal unloading
41,11,35,87,stop unloading and alert operators
51,10,22,39,monitor tarpaulin
51,22,34,84,stop unloading and alert operators
94,14,23,54,prepare covers
41,21,27,73,cover open yard
84,9,26,97,stop unloading and alert operators
65,35,40,88,stop unloading and alert operators
45,33,25,4,normal unloading
52,9,26,48,prepare covers
79,24,31,90,stop unloading and alert operators
49,35,32,22,monitor tarpaulin
86,3,39,82,stop unloading and alert operators
51,33,27,44,prepare covers
48,25,39,45,prepare covers
92,15,27,18,normal unloading
50,11,40,88,stop unloading and alert operators
89,30,27,89,stop unloading and alert operators
79,14,36,77,cover open yard
78,13,20,36,monitor tarpaulin
63,32,27,100,stop unloading and alert operators
62,16,24,29,monitor tarpaulin
67,29,22,64,cover open yard
62,4,35,50,prepare covers
45,5,37,58,prepare covers
42,34,25,49,prepare covers
78,33,23,97,stop unloading and alert operators
72,12,26,48,prepare covers
42,8,20,62,cover open yard
47,11,32,12,normal unloading
62,16,37,86,stop unloading and alert operators
75,13,22,63,cover open yard
82,29,28,68,cover open yard
95,18,32,61,cover open yard
52,22,34,96,stop unloading and alert operators
56,10,24,26,monitor tarpaulin
53,11,24,20,monitor tarpaulin
85,34,20,81,stop unloading and alert operators
46,20,28,19,normal unloading
62,11,40,23,monitor tarpaulin
51,24,32,7,normal unloading
64,13,39,43,prepare covers
53,25,40,6,normal unloading
64,17,40,92,stop unloading and alert operators
70,17,22,82,stop unloading and alert operators
47,5,28,50,prepare covers
83,33,28,13,normal unloading
92,17,20,62,cover open yard
82,22,27,71,cover open yard
59,9,40,71,cover open yard
60,11,20,84,stop unloading and alert operators
44,16,32,22,monitor tarpaulin
65,5,36,100,stop unloading and alert operators
58,27,27,73,cover open yard
93,32,31,49,prepare covers
44,22,28,60,cover open yard
42,25,30,32,monitor tarpaulin
76,6,25,80,stop unloading and alert operators
82,6,31,11,normal unloading
67,19,22,9,normal unloading
76,23,30,54,prepare covers
57,3,38,85,stop unloading and alert operators
45,26,38,27,monitor tarpaulin
77,22,34,70,cover open yard
71,24,25,7,normal unloading
70,2,24,2,normal unloading
56,12,33,20,monitor tarpaulin
82,2,22,79,cover open yard
95,33,23,17,normal unloading
86,7,24,39,monitor tarpaulin
44,14,38,31,monitor tarpaulin
88,29,39,51,prepare covers
69,31,32,4,normal unloading
76,35,35,27,monitor tarpaulin
44,12,33,62,cover open yard
70,16,22,77,cover open yard
89,13,24,56,prepare covers
81,26,20,58,prepare covers
61,35,37,79,cover open yard
70,28,31,30,monitor tarpaulin
93,15,40,87,stop unloading and alert operators
76,21,26,14,normal unloading
78,7,40,98,stop unloading and alert operators
64,23,29,24,monitor tarpaulin
41,34,38,81,stop unloading and alert operators
61,13,27,15,normal unloading
49,4,25,15,normal unloading
77,6,31,3,normal unloading
89,24,35,48,prepare covers
57,20,38,81,stop unloading and alert operators
69,20,35,0,normal unloading
85,5,20,17,normal unloading
66,31,32,39,monitor tarpaulin
59,29,35,51,prepare covers
59,30,38,57,prepare covers
59,7,33,25,monitor tarpaulin
64,24,33,88,stop unloading and alert operators
42,18,30,4,normal unloading
41,28,27,45,prepare covers
60,16,35,25,monitor tarpaulin
42,26,28,72,cover open yard
67,13,34,56,prepare covers
45,9,40,72,cover open yard
81,24,24,72,cover open yard
84,26,27,41,prepare covers
53,5,31,75,cover open yard
69,2,25,47,prepare covers
62,9,25,67,cover open yard
50,31,33,86,stop unloading and alert operators
53,29,29,30,monitor tarpaulin
45,22,39,37,monitor tarpaulin
73,23,39,50,prepare covers
62,20,33,84,stop unloading and alert operators
67,17,29,42,prepare covers
88,18,29,95,stop unloading and alert operators
54,21,28,100,stop unloading and alert operators
44,21,39,15,normal unloading
65,17,39,31,monitor tarpaulin
93,18,28,74,cover open yard
68,20,27,73,cover open yard
57,28,28,2,normal unloading
73,12,24,28,monitor tarpaulin
43,23,36,53,prepare covers
48,32,26,73,cover open yard
82,35,38,34,monitor tarpaulin
46,17,25,13,normal unloading
40,30,24,7,normal unloading
84,13,23,61,cover open yard
88,4,35,41,prepare covers
59,35,31,24,monitor tarpaulin
58,28,31,43,prepare covers
70,10,24,4,normal unloading
55,2,21,38,monitor tarpaulin
57,29,29,48,prepare covers
44,11,39,28,monitor tarpaulin
76,5,20,18,normal unloading
87,24,23,17,normal unloading
89,9,26,93,stop unloading and alert operators
95,31,30,50,prepare covers
95,24,36,90,stop unloading and alert operators
78,27,26,42,prepare covers
77,23,40,86,stop unloading and alert operators
93,32,20,71,cover open yard
67,7,38,78,cover open yard
53,6,28,90,stop unloading and alert operators
63,21,26,33,monitor tarpaulin
84,22,32,49,prepare covers
54,7,22,28,monitor tarpaulin
74,25,21,26,monitor tarpaulin
58,13,26,52,prepare covers
50,10,21,31,monitor tarpaulin
52,21,34,37,monitor tarpaulin
51,18,33,26,monitor tarpaulin
81,8,20,38,monitor tarpaulin
54,30,38,53,prepare covers
72,27,37,3,normal unloading
42,22,24,72,cover open yard
95,19,32,96,stop unloading and alert operators
77,5,24,83,stop unloading and alert operators
45,33,34,36,monitor tarpaulin
44,31,28,24,monitor tarpaulin
42,21,26,40,prepare covers
43,11,27,68,cover open yard
90,25,21,20,monitor tarpaulin
50,19,33,50,prepare covers
61,13,34,96,stop unloading and alert operators
61,12,26,25,monitor tarpaulin
48,35,24,79,cover open yard
90,16,20,17,normal unloading
41,10,30,51,prepare covers
76,8,26,26,monitor tarpaulin
40,16,20,28,monitor tarpaulin
52,18,33,59,prepare covers
68,6,23,85,stop unloading and alert operators
67,31,31,1,normal unloading
68,29,24,99,stop unloading and alert operators
70,24,30,31,monitor tarpaulin
87,5,25,35,monitor tarpaulin
81,25,26,7,normal unloading
45,13,27,94,stop unloading and alert operators
77,18,35,21,monitor tarpaulin
55,3,26,34,monitor tarpaulin
85,10,21,16,normal unloading
74,20,34,8,normal unloading
91,3,22,58,prepare covers
85,12,25,84,stop unloading and alert operators
91,10,29,6,normal unloading
63,5,34,92,stop unloading and alert operators
66,18,37,59,prepare covers
86,8,35,82,stop unloading and alert operators
80,33,30,33,monitor tarpaulin
66,8,39,100,stop unloading and alert operators
93,13,28,6,normal unloading
64,25,40,69,cover open yard
54,30,24,100,stop unloading and alert operators
83,32,40,18,normal unloading
61,34,22,23,monitor tarpaulin
49,22,39,5,normal unloading
91,23,32,50,prepare covers
88,20,28,64,cover open yard
86,11,27,62,cover open yard
55,14,34,73,cover open yard
89,6,25,12,normal unloading
48,7,22,6,normal unloading
47,35,34,65,cover open yard
42,17,31,88,stop unloading and alert operators
75,28,39,6,normal unloading
82,6,34,6,normal unloading
95,33,29,88,stop unloading and alert operators
42,16,39,19,normal unloading
62,8,38,79,cover open yard
79,18,31,22,monitor tarpaulin
78,22,23,63,cover open yard
46,13,25,18,normal unloading
71,26,28,31,monitor tarpaulin
54,31,25,20,monitor tarpaulin
41,25,29,19,normal unloading
49,9,32,22,monitor tarpaulin
64,22,28,75,cover open yard
81,26,26,24,monitor tarpaulin
87,2,37,25,monitor tarpaulin
52,20,29,38,monitor tarpaulin
68,3,29,64,cover open yard
93,35,35,65,cover open yard
78,23,20,34,monitor tarpaulin
69,3,25,1,normal unloading
95,25,39,87,stop unloading and alert operators
64,34,31,9,normal unloading
79,22,26,100,stop unloading and alert operators
83,30,35,32,monitor tarpaulin
79,13,32,54,prepare covers
80,15,25,76,cover open yard
87,22,33,29,monitor tarpaulin
57,13,34,63,cover open yard
70,22,25,20,monitor tarpaulin
62,11,20,53,prepare covers
45,27,31,69,cover open yard
45,11,39,17,normal unloading
41,25,38,92,stop unloading and alert operators
50,11,38,36,monitor tarpaulin
47,6,30,98,stop unloading and alert operators
66,15,21,19,normal unloading
77,22,30,96,stop unloading and alert operators
82,27,27,55,prepare covers
55,31,24,82,stop unloading and alert operators
66,13,39,92,stop unloading and alert operators
58,13,21,55,prepare covers
64,6,30,84,stop unloading and alert operators
56,34,20,82,stop unloading and alert operators
82,23,23,24,monitor tarpaulin
53,8,27,83,stop unloading and alert operators
74,4,21,34,monitor tarpaulin
76,16,25,8,normal unloading
92,7,25,19,normal unloading
46,13,22,47,prepare covers
87,20,36,84,stop unloading and alert operators
47,25,37,19,normal unloading
95,29,37,53,prepare covers
74,33,32,38,monitor tarpaulin
40,8,38,14,normal unloading
73,22,28,71,cover open yard
74,5,32,39,monitor tarpaulin
59,10,20,5,normal unloading
90,26,25,72,cover open yard
72,33,34,81,stop unloading and alert operators
73,32,27,40,prepare covers
73,22,32,81,stop unloading and alert operators
65,20,32,95,stop unloading and alert operators
59,9,39,55,prepare covers
86,10,26,37,monitor tarpaulin
82,13,23,78,cover open yard
49,29,24,22,monitor tarpaulin
44,14,25,2,normal unloading
59,6,21,36,monitor tarpaulin
50,18,37,27,monitor tarpaulin
90,9,29,93,stop unloading and alert operators
71,34,38,98,stop unloading and alert operators
95,9,22,60,cover open yard
95,30,24,97,stop unloading and alert operators
66,19,38,88,stop unloading and alert operators
73,8,40,20,monitor tarpaulin
