variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
Ponni,497,20,18,13.7,71,53,inspection
Ponni,377,18,9,14.3,56,1,inspection
Jasmine,470,21,5,15.1,95,40,inspection
Swarna,162,8,7,15.9,60,76,inspection
Basmati,289,13,4,15.8,76,13,inspection
Swarna,171,2,4,14.1,85,64,inspection
IR-64,329,22,14,16.0,95,75,inspection
Sona Masoori,260,3,9,14.3,60,89,inspection
Jasmine,481,47,8,11.6,54,54,inspection
Jasmine,416,34,14,12.4,74,28,inspection
Swarna,121,6,5,15.8,65,9,inspection
Basmati,197,14,8,14.6,52,39,inspection
IR-64,303,23,5,15.1,88,45,inspection
Basmati,317,28,13,12.7,94,53,inspection
IR-64,408,31,2,14.7,87,70,inspection
Swarna,495,33,3,13.0,63,77,inspection
Basmati,457,22,6,16.6,71,13,inspection
Ponni,418,37,1,15.4,70,71,inspection
Jasmine,491,43,22,16.7,66,63,inspection
Sona Masoori,479,12,19,15.2,61,90,inspection
Sona Masoori,416,26,7,14.4,64,73,inspection
Sona Masoori,482,18,2,12.6,85,32,inspection
Swarna,171,1,6,15.6,88,31,inspection
Swarna,366,14,17,13.6,92,94,inspection
Sona Masoori,393,14,17,14.6,94,84,inspection
Ponni,335,30,0,14.0,90,35,inspection
Jasmine,372,7,8,14.7,61,89,inspection
IR-64,228,10,0,14.9,55,53,inspection
IR-64,170,15,3,16.6,80,24,inspection
Swarna,414,12,6,12.2,80,84,inspection
Sona Masoori,421,28,13,16.4,69,16,inspection
Jasmine,495,32,21,16.5,56,88,inspection
Jasmine,177,12,2,15.8,53,52,inspection
Jasmine,180,3,4,13.8,69,1,inspection
Jasmine,464,17,22,13.1,67,21,inspection
Basmati,139,3,1,15.0,92,3,inspection
Basmati,63,2,2,15.2,69,56,inspection
Sona Masoori,120,8,5,15.0,82,54,inspection
Swarna,200,3,4,11.5,86,36,inspection
IR-64,377,34,8,14.4,95,8,inspection
Basmati,219,18,10,15.9,58,38,inspection
Jasmine,384,17,1,14.8,82,22,inspection
Sona Masoori,73,2,0,14.9,70,49,inspection
Jasmine,355,23,3,14.6,61,4,inspection
Swarna,255,17,12,15.3,77,74,inspection
Ponni,148,4,3,15.6,86,44,inspection
Sona Masoori,351,29,13,12.8,54,80,inspection
IR-64,371,29,5,15.1,89,29,inspection
Basmati,394,4,8,14.8,59,37,inspection
IR-64,322,8,12,15.4,67,52,inspection
Jasmine,324,10,7,14.4,64,30,inspection
Sona Masoori,437,14,0,14.3,77,78,inspection
Swarna,457,16,16,15.8,68,22,inspection
IR-64,256,10,0,16.5,58,70,inspection
Basmati,164,14,1,13.3,51,73,inspection
Ponni,384,38,11,16.3,83,79,inspection
Swarna,491,30,19,14.8,50,31,inspection
Ponni,276,17,11,13.0,63,41,inspection
Swarna,267,5,7,13.2,66,58,inspection
IR-64,62,2,0,11.7,87,75,inspection
Ponni,293,22,8,12.6,67,36,inspection
Swarna,401,20,10,13.5,77,55,inspection
Ponni,192,3,6,13.9,76,89,inspection
Jasmine,71,1,3,16.1,77,74,inspection
Ponni,285,27,3,16.3,55,3,inspection
Ponni,193,3,3,15.7,95,57,inspection
Basmati,274,18,1,13.8,70,0,inspection
Jasmine,318,5,7,13.7,51,87,inspection
Basmati,193,5,6,14.5,93,23,inspection
Basmati,372,21,0,16.2,77,73,inspection
Basmati,225,9,4,15.5,51,82,inspection
Jasmine,355,14,0,15.7,64,62,inspection
Jasmine,443,21,10,16.3,61,71,inspection
Jasmine,334,7,16,14.6,71,57,inspection
IR-64,229,13,9,11.8,93,30,inspection
Swarna,279,15,11,15.4,74,38,inspection
Jasmine,270,18,7,15.5,65,66,inspection
Jasmine,268,11,4,16.1,53,85,inspection
Basmati,173,13,7,11.6,55,2,inspection
IR-64,284,11,13,14.4,74,76,inspection
Ponni,392,36,16,12.6,68,82,inspection
IR-64,422,18,10,14.1,72,67,inspection
IR-64,258,24,9,13.2,59,6,inspection
IR-64,189,12,2,13.1,68,27,inspection
Ponni,459,14,12,14.7,95,31,inspection
Jasmine,137,9,0,12.5,73,56,inspection
Jasmine,491,43,20,15.4,53,57,inspection
Swarna,214,11,4,13.0,72,59,inspection
Jasmine,271,25,6,16.2,74,31,inspection
Basmati,416,38,12,11.7,89,70,inspection
Swarna,195,6,2,15.7,73,78,inspection
IR-64,206,4,3,15.9,95,42,inspection
IR-64,288,27,11,15.5,66,3,inspection
Swarna,259,9,3,14.0,85,60,inspection
IR-64,71,3,0,16.6,80,53,inspection
Ponni,287,4,10,13.4,69,11,inspection
IR-64,393,24,15,15.6,53,79,inspection
Jasmine,427,5,8,11.7,67,94,inspection
Swarna,242,18,8,15.3,59,30,inspection
Basmati,185,12,3,14.3,71,83,inspection
Basmati,152,14,3,16.3,93,16,inspection
Sona Masoori,383,33,0,15.1,92,1,inspection
Swarna,74,1,0,16.0,86,94,inspection
IR-64,477,40,1,13.1,92,46,inspection
Ponni,412,26,8,15.6,82,72,inspection
Basmati,101,9,2,12.0,56,87,inspection
Jasmine,289,13,4,15.7,67,51,inspection
Basmati,300,20,9,13.9,55,65,inspection
Ponni,309,15,9,15.0,67,92,inspection
Swarna,403,36,14,14.9,74,70,inspection
Sona Masoori,439,20,21,13.5,58,47,inspection
Ponni,251,4,9,11.6,91,79,inspection
Jasmine,179,4,6,15.2,50,93,inspection
Swarna,276,9,6,16.3,51,40,inspection
IR-64,379,6,1,14.3,61,19,inspection
Sona Masoori,170,7,2,16.1,84,49,inspection
Basmati,290,18,1,16.1,63,70,inspection
Swarna,435,14,6,15.4,71,21,inspection
Basmati,483,31,6,12.2,62,41,inspection
Sona Masoori,442,13,11,16.1,60,92,inspection
Jasmine,175,16,5,15.9,55,68,inspection
Swarna,271,10,2,13.1,81,61,inspection
IR-64,247,2,4,11.9,93,24,inspection
Basmati,160,9,0,12.9,76,40,inspection
IR-64,378,25,13,16.5,84,46,inspection
Swarna,341,28,0,14.7,71,79,inspection
Ponni,327,30,15,13.1,93,9,inspection
Ponni,252,11,4,13.3,83,14,inspection
Ponni,151,9,2,12.6,63,12,inspection
Ponni,106,8,5,14.4,95,5,inspection
Ponni,93,3,3,15.8,74,24,inspection
IR-64,219,14,4,16.3,56,88,inspection
Swarna,441,33,2,16.0,53,75,inspection
Sona Masoori,323,11,15,13.2,80,24,inspection
Basmati,430,7,18,13.6,62,31,inspection
Basmati,245,9,0,12.5,53,8,inspection
Sona Masoori,473,23,2,13.1,50,57,inspection
Jasmine,111,5,3,16.2,89,94,inspection
Basmati,399,18,16,15.6,70,58,inspection
Swarna,181,17,2,15.5,69,41,inspection
Ponni,439,8,8,16.7,88,75,inspection
Ponni,499,11,10,16.3,67,43,inspection
Jasmine,102,4,0,16.5,56,2,inspection
Jasmine,443,31,2,13.5,91,48,inspection
Sona Masoori,445,25,2,16.2,94,93,inspection
Jasmine,188,10,3,12.2,57,51,inspection
Ponni,124,10,2,12.3,55,81,inspection
Jasmine,265,16,5,12.4,74,79,inspection
IR-64,75,4,2,14.3,90,34,inspection
Jasmine,104,6,0,15.5,50,44,inspection
Jasmine,384,20,14,16.4,90,45,inspection
Ponni,381,9,0,13.9,95,25,inspection
Jasmine,398,16,9,14.0,67,71,inspection
IR-64,190,17,1,15.8,85,59,inspection
Basmati,105,8,1,13.1,61,91,inspection
Ponni,471,43,22,14.9,95,18,inspection
Swarna,68,4,0,15.8,52,36,inspection
IR-64,194,17,2,11.6,72,38,inspection
Swarna,414,30,0,16.7,71,5,inspection
Sona Masoori,384,15,7,14.2,87,64,inspection
Jasmine,192,7,8,12.6,56,49,inspection
Swarna,472,25,12,12.2,82,71,inspection
Ponni,286,13,14,15.4,74,44,inspection
Ponni,379,17,18,15.9,54,26,inspection
Swarna,391,4,1,12.2,58,75,inspection
Sona Masoori,469,20,21,15.4,62,71,inspection
Swarna,485,44,1,14.6,92,57,inspection
Ponni,375,10,2,11.6,82,2,inspection
Jasmine,433,35,16,12.9,83,75,inspection
Jasmine,185,6,0,14.5,95,72,inspection
Jasmine,445,33,21,12.1,79,72,inspection
IR-64,217,13,9,13.8,85,30,inspection
Jasmine,269,22,4,14.0,90,7,inspection
IR-64,124,1,3,15.0,75,63,inspection
Ponni,448,34,9,14.2,90,67,inspection
Basmati,254,22,4,15.2,59,75,inspection
Jasmine,399,22,3,14.3,61,20,inspection
Ponni,60,1,0,15.5,57,67,inspection
IR-64,81,3,2,13.8,82,65,inspection
Basmati,408,37,13,16.5,77,62,inspection
Ponni,69,2,1,14.7,75,35,inspection
Swarna,197,16,4,15.4,86,41,inspection
IR-64,100,1,2,12.7,90,25,inspection
Basmati,410,27,18,15.7,71,76,inspection
Jasmine,378,19,5,14.1,84,90,inspection
Jasmine,92,4,4,15.2,68,67,inspection
IR-64,279,19,11,13.9,57,95,inspection
Ponni,312,10,6,13.7,71,28,inspection
Basmati,96,3,0,15.6,91,55,inspection
Swarna,285,26,0,14.3,77,30,inspection
Sona Masoori,349,19,3,16.6,72,94,inspection
Sona Masoori,262,20,4,15.7,52,10,inspection
Swarna,393,9,10,14.9,61,35,inspection
Ponni,465,29,11,15.4,69,84,inspection
Swarna,343,27,7,11.8,90,66,inspection
Jasmine,85,8,1,16.6,90,64,inspection
IR-64,160,2,6,16.3,85,0,inspection
IR-64,284,13,14,15.5,73,67,inspection
Swarna,113,3,4,16.4,70,33,inspection
Basmati,185,12,4,14.6,75,5,inspection
Basmati,442,32,10,15.9,75,81,inspection
Sona Masoori,382,35,16,13.3,63,50,inspection
Basmati,379,27,13,14.5,56,76,inspection
Basmati,269,6,6,13.9,90,87,inspection
Jasmine,81,7,2,12.4,55,45,inspection
Jasmine,489,42,16,15.0,85,31,inspection
Swarna,234,4,1,16.1,85,17,inspection
IR-64,273,12,8,12.9,88,47,inspection
Basmati,207,12,8,15.5,50,57,inspection
Sona Masoori,485,33,21,14.0,71,10,inspection
Jasmine,351,5,8,16.5,88,64,inspection
Basmati,95,3,0,12.3,93,88,inspection
Basmati,369,26,7,15.6,71,26,inspection
Basmati,377,29,9,14.4,83,86,inspection
Jasmine,232,11,5,15.0,80,34,inspection
Swarna,459,5,7,13.2,52,61,inspection
Jasmine,373,25,5,12.9,95,26,inspection
Swarna,334,13,6,14.0,81,13,inspection
Ponni,149,5,4,16.5,50,74,inspection
Sona Masoori,309,11,1,13.6,94,30,inspection
IR-64,244,24,8,14.6,79,15,inspection
Sona Masoori,123,6,5,16.5,91,32,inspection
Basmati,374,6,16,16.6,65,84,inspection
Basmati,415,17,7,14.3,58,22,inspection
Ponni,232,9,7,13.6,56,28,inspection
Jasmine,384,22,16,14.1,56,50,inspection
Basmati,299,7,12,12.6,92,40,inspection
Ponni,247,2,9,16.6,72,70,inspection
Jasmine,358,27,5,15.7,72,62,inspection
Swarna,245,11,0,16.4,56,83,inspection
Ponni,455,9,4,16.3,90,81,inspection
IR-64,182,6,0,12.6,91,81,inspection
Sona Masoori,298,29,6,12.0,75,75,inspection
Jasmine,109,6,3,12.8,81,85,inspection
Jasmine,185,7,2,16.7,57,71,inspection
Basmati,81,7,1,14.2,63,63,inspection
Swarna,78,5,1,12.2,51,24,inspection
Sona Masoori,99,1,4,13.9,89,86,inspection
Sona Masoori,284,17,9,15.5,74,58,inspection
Ponni,77,4,3,14.1,77,89,inspection
Basmati,220,5,8,15.1,75,90,inspection
Basmati,356,21,14,15.8,65,85,inspection
Ponni,277,11,2,13.9,93,31,inspection
Swarna,309,25,10,16.8,73,86,inspection
Ponni,268,5,7,11.7,53,58,inspection
IR-64,198,16,8,15.6,63,29,inspection
IR-64,373,5,8,11.5,67,24,inspection
Basmati,144,4,2,14.1,69,78,inspection
Jasmine,175,10,3,13.2,95,93,inspection
Sona Masoori,415,30,17,12.9,51,25,inspection
Jasmine,65,4,2,15.0,79,86,inspection
Jasmine,283,12,0,16.0,85,19,inspection
IR-64,495,15,18,13.3,92,53,inspection
Ponni,195,17,8,15.2,54,18,inspection
Ponni,259,4,1,13.8,87,13,inspection
IR-64,160,5,5,15.7,60,9,inspection
Basmati,141,8,5,15.8,55,13,inspection
Ponni,350,29,15,15.8,59,42,inspection
Swarna,448,29,6,15.5,78,33,inspection
Basmati,418,34,5,12.6,73,87,inspection
Sona Masoori,116,8,4,14.3,94,68,inspection
Jasmine,235,6,11,12.0,74,57,inspection
Jasmine,233,19,7,12.3,63,70,inspection
Sona Masoori,413,20,6,14.6,78,92,inspection
Sona Masoori,334,31,4,15.6,67,63,inspection
Jasmine,128,8,1,12.4,54,33,inspection
IR-64,225,4,4,12.9,53,12,inspection
Ponni,166,1,3,16.3,50,25,inspection
Swarna,209,15,0,14.0,80,5,inspection
Swarna,398,38,4,15.0,77,13,inspection
Swarna,253,2,5,12.3,88,47,inspection
Swarna,412,10,1,15.9,90,53,inspection
IR-64,81,3,0,13.0,83,66,inspection
Basmati,112,1,4,14.2,86,28,inspection
Jasmine,142,5,2,13.6,69,83,inspection
Ponni,279,18,5,14.0,56,75,inspection
Basmati,427,30,8,16.3,64,77,inspection
Basmati,467,34,17,15.7,52,72,inspection
Jasmine,67,5,3,12.7,58,43,inspection
Jasmine,365,21,13,13.9,53,15,inspection
Basmati,346,34,2,14.5,62,50,inspection
Swarna,297,7,14,16.6,79,35,inspection
IR-64,94,7,3,14.7,90,50,inspection
Basmati,147,3,3,13.6,50,17,inspection
Jasmine,447,22,17,11.6,95,65,inspection
Ponni,65,1,3,12.3,88,29,inspection
Ponni,178,12,5,15.5,69,24,inspection
Sona Masoori,62,5,1,13.7,78,30,inspection
Sona Masoori,305,18,11,13.2,66,48,inspection
Jasmine,236,4,0,12.1,60,94,inspection
Sona Masoori,137,2,2,16.3,65,24,inspection
Ponni,385,23,17,14.6,80,72,inspection
Basmati,473,8,21,15.5,88,58,inspection
Sona Masoori,498,6,10,14.1,51,24,inspection
Swarna,89,1,4,16.2,69,9,inspection
Jasmine,255,8,10,11.5,55,50,inspection
Jasmine,383,12,7,14.4,70,26,inspection
Basmati,119,6,5,15.5,79,51,inspection
Swarna,499,15,8,11.8,74,35,inspection
Jasmine,491,25,15,15.3,87,91,inspection
IR-64,491,6,5,11.9,80,30,inspection
Basmati,357,32,17,15.7,78,42,inspection
Basmati,234,13,10,12.1,50,38,inspection
Sona Masoori,360,29,15,13.1,78,92,inspection
Ponni,107,9,4,16.8,74,2,inspection
IR-64,307,27,5,11.8,88,74,inspection
Ponni,427,36,2,16.2,80,52,inspection
Sona Masoori,307,13,13,16.6,86,60,inspection
Basmati,208,8,1,15.1,72,53,inspection
Ponni,464,33,4,13.9,60,49,inspection
Ponni,232,18,6,12.9,93,3,inspection
Ponni,319,18,5,12.9,93,48,inspection
Swarna,65,4,1,16.0,74,92,inspection
Jasmine,427,24,19,16.1,54,27,inspection
Ponni,303,27,6,11.7,78,56,inspection
Basmati,299,18,13,11.7,91,26,inspection
Swarna,133,8,5,13.5,81,59,inspection
Swarna,95,9,3,15.1,55,7,inspection
Basmati,123,3,4,12.2,88,53,inspection
Sona Masoori,268,9,2,14.4,91,21,inspection
IR-64,410,33,4,16.5,65,6,inspection
Ponni,177,14,7,12.8,74,2,inspection
Sona Masoori,487,48,6,16.0,74,72,inspection
IR-64,408,16,2,16.4,75,78,inspection
Basmati,284,22,8,14.3,75,41,inspection
Sona Masoori,129,9,0,14.2,65,61,inspection
Swarna,195,6,4,12.8,85,43,inspection
Basmati,185,14,7,12.1,87,80,inspection
Sona Masoori,191,17,5,12.4,72,39,inspection
Sona Masoori,225,17,3,12.8,78,52,inspection
IR-64,246,14,11,13.3,51,61,inspection
Swarna,341,15,11,14.3,78,69,inspection
Sona Masoori,177,3,7,15.3,58,21,inspection
Swarna,77,7,3,16.3,55,79,inspection
Ponni,265,21,8,16.6,63,75,inspection
Ponni,475,11,21,14.0,83,61,inspection
Swarna,163,5,1,15.9,94,9,inspection
Basmati,350,21,1,13.4,76,22,inspection
Jasmine,355,17,4,13.6,69,14,inspection
IR-64,337,3,5,14.5,50,60,inspection
Jasmine,81,3,0,12.4,81,39,inspection
Sona Masoori,135,10,0,15.1,95,83,inspection
Swarna,244,11,6,13.1,67,8,inspection
Ponni,130,1,5,15.0,94,8,inspection
Swarna,272,18,0,12.2,79,40,inspection
Sona Masoori,242,14,3,12.4,93,87,inspection
IR-64,482,25,21,11.8,75,7,inspection
Basmati,209,2,10,15.4,62,25,inspection
Ponni,312,18,6,12.3,65,88,inspection
Jasmine,389,34,6,11.6,53,11,inspection
Ponni,138,2,5,12.7,75,62,inspection
Ponni,235,15,0,14.2,56,79,inspection
Basmati,82,4,4,15.3,86,55,inspection
Swarna,402,16,11,12.2,89,16,inspection
Sona Masoori,121,9,2,16.0,59,70,inspection
IR-64,176,15,7,15.2,86,57,inspection
Ponni,391,15,3,16.0,80,74,inspection
Sona Masoori,235,21,9,14.3,90,47,inspection
Sona Masoori,279,13,3,16.0,88,82,inspection
IR-64,69,5,1,16.3,79,42,inspection
Jasmine,499,18,20,12.1,69,23,inspection
IR-64,358,14,1,13.7,74,16,inspection
Ponni,181,12,8,15.2,61,38,inspection
Swarna,432,31,9,13.9,91,55,inspection
IR-64,444,16,13,12.9,62,81,inspection
Basmati,500,27,15,13.1,79,66,inspection
Swarna,245,19,10,14.0,71,51,inspection
IR-64,325,27,9,16.1,91,5,inspection
Ponni,84,7,2,15.5,64,34,inspection
Jasmine,211,18,10,12.2,80,74,inspection
Jasmine,75,0,0,15.3,86,36,inspection
Jasmine,241,5,10,14.1,80,53,inspection
Swarna,255,5,3,15.2,94,17,inspection
IR-64,76,1,2,12.7,88,29,inspection
Jasmine,197,18,6,16.4,90,7,inspection
IR-64,298,23,2,12.8,95,14,inspection
IR-64,262,14,11,13.1,54,33,inspection
Swarna,352,23,9,16.6,50,1,inspection
IR-64,372,24,18,15.7,63,42,inspection
Basmati,289,17,9,15.7,60,20,inspection
Jasmine,450,21,15,13.2,76,87,inspection
Swarna,468,41,0,16.5,72,31,inspection
IR-64,145,5,5,13.8,60,94,inspection
IR-64,266,7,8,13.2,52,92,inspection
Sona Masoori,354,17,14,11.7,90,7,inspection
Swarna,94,3,2,16.1,91,39,inspection
Swarna,187,7,6,16.0,95,41,inspection
Sona Masoori,425,13,8,16.4,61,82,inspection
Swarna,366,5,7,12.3,95,95,inspection
Basmati,475,31,7,16.1,86,28,inspection
IR-64,410,14,17,14.5,87,2,inspection
Jasmine,458,18,11,15.1,61,88,inspection
Ponni,415,13,16,12.7,79,25,inspection
Ponni,110,10,1,16.2,65,2,inspection
Basmati,187,2,9,14.8,93,26,inspection
Swarna,218,7,5,12.0,61,19,inspection
Basmati,71,1,2,14.9,84,47,inspection
IR-64,88,3,0,12.8,72,5,inspection
Sona Masoori,124,2,0,12.8,58,41,inspection
Jasmine,105,6,2,13.4,72,41,inspection
Ponni,196,6,1,14.9,94,6,inspection
Jasmine,478,21,1,15.1,69,43,inspection
Ponni,377,8,4,12.3,73,11,inspection
Sona Masoori,308,5,3,15.6,54,75,inspection
Jasmine,236,18,8,16.3,72,91,inspection
Basmati,372,27,8,16.6,54,78,inspection
Basmati,414,22,2,14.1,70,45,inspection
Swarna,281,18,1,15.7,61,65,inspection
Basmati,269,20,1,12.8,77,15,inspection
Sona Masoori,403,17,19,15.0,84,84,inspection
Swarna,181,9,8,13.2,50,0,inspection
Basmati,81,5,2,13.0,53,40,inspection
Ponni,474,30,10,13.4,91,53,inspection
Sona Masoori,216,20,0,12.5,63,88,inspection
Ponni,81,1,0,15.4,87,4,inspection
Basmati,451,34,13,15.5,56,6,inspection
Swarna,485,9,14,14.2,82,71,inspection
Sona Masoori,203,4,9,15.7,75,84,inspection
Ponni,327,24,11,12.1,82,60,inspection
Sona Masoori,330,30,0,15.8,72,53,inspection
Basmati,381,15,7,11.7,87,48,inspection
Ponni,334,8,0,15.5,74,61,inspection
Swarna,139,10,6,15.3,60,0,inspection
Sona Masoori,404,9,3,15.0,68,57,inspection
IR-64,240,13,8,13.7,51,59,inspection
Jasmine,459,6,9,11.7,84,28,inspection
Swarna,326,32,6,15.5,87,80,inspection
Jasmine,190,11,3,13.3,68,77,inspection
Sona Masoori,193,2,4,13.6,66,72,inspection
Ponni,323,5,9,15.3,78,47,inspection
Swarna,111,5,1,11.9,69,45,inspection
Ponni,467,46,5,13.4,75,26,inspection
Sona Masoori,317,15,9,11.8,90,83,inspection
IR-64,68,3,3,15.3,58,44,inspection
Swarna,229,18,8,15.5,63,30,inspection
Swarna,466,8,11,12.8,93,25,inspection
Ponni,306,6,4,12.1,60,53,inspection
Swarna,404,13,1,12.3,56,18,inspection
Basmati,478,33,23,13.0,70,3,inspection
Basmati,362,27,12,16.8,82,95,inspection
Ponni,341,15,7,16.0,86,63,inspection
Ponni,321,6,3,14.0,69,48,inspection
IR-64,468,26,18,15.7,68,31,inspection
Sona Masoori,74,2,0,11.7,55,37,inspection
Basmati,376,27,13,16.5,51,62,inspection
Sona Masoori,284,13,14,16.8,86,82,inspection
Swarna,446,24,4,13.6,82,79,inspection
Sona Masoori,327,7,2,14.7,74,20,inspection
Basmati,383,8,0,13.6,50,21,inspection
IR-64,206,10,8,11.7,74,95,inspection
Sona Masoori,154,8,5,13.4,92,47,inspection
Basmati,112,8,2,16.4,90,21,inspection
Sona Masoori,232,3,6,11.9,75,55,inspection
Sona Masoori,495,26,13,12.5,87,16,inspection
Basmati,308,18,12,14.9,52,74,inspection
Swarna,102,6,4,13.2,80,50,inspection
Basmati,215,5,10,13.1,50,18,inspection
Jasmine,344,29,3,12.3,84,69,inspection
Sona Masoori,185,3,3,16.1,65,59,inspection
IR-64,97,1,0,15.9,57,68,inspection
Jasmine,254,20,7,14.8,57,33,inspection
IR-64,402,7,5,14.5,50,49,inspection
Sona Masoori,316,26,12,14.5,57,13,inspection
Ponni,124,8,0,15.4,74,84,inspection
Basmati,431,30,4,14.1,85,70,inspection
Sona Masoori,83,1,3,12.7,55,35,inspection
Ponni,113,2,0,12.1,85,81,inspection
Basmati,103,3,0,15.2,64,20,inspection
Ponni,402,5,7,11.5,69,57,inspection
Sona Masoori,353,17,5,15.4,53,49,inspection
Ponni,294,8,3,14.3,54,2,inspection
Basmati,450,23,21,16.3,67,40,inspection
IR-64,294,10,0,13.2,80,76,inspection
Jasmine,197,6,6,11.6,63,57,inspection
Ponni,374,3,17,16.4,83,57,inspection
IR-64,371,28,18,12.1,64,50,inspection
Basmati,105,10,0,12.5,90,51,inspection
Swarna,68,2,3,12.7,77,57,inspection
Jasmine,390,36,7,14.4,72,62,inspection
Sona Masoori,410,40,12,15.9,55,3,inspection
Jasmine,230,8,4,13.1,56,21,inspection
Swarna,207,7,5,11.6,67,56,inspection
Swarna,366,29,11,13.1,85,48,inspection
Ponni,362,5,0,12.9,66,66,inspection
Jasmine,186,18,8,13.6,56,3,inspection
Swarna,468,25,22,14.0,54,56,inspection
IR-64,394,25,15,14.0,86,39,inspection
Sona Masoori,287,14,8,14.3,57,9,inspection
Swarna,486,31,4,11.8,52,35,inspection
Sona Masoori,197,7,5,13.0,55,45,inspection
Swarna,203,14,3,12.7,64,85,inspection
Ponni,433,18,3,13.7,94,43,inspection
Ponni,115,9,4,14.0,93,3,inspection
Basmati,184,12,7,16.3,53,39,inspection
Ponni,152,4,2,13.5,75,44,inspection
Sona Masoori,438,13,21,14.8,91,58,inspection
IR-64,350,32,4,16.1,77,88,inspection
Swarna,427,35,17,15.3,62,95,inspection
Ponni,252,21,1,16.0,92,31,inspection
Swarna,397,27,5,15.8,85,58,inspection
Sona Masoori,183,16,4,12.9,62,15,inspection
Ponni,259,2,4,13.8,52,55,inspection
Jasmine,111,5,0,14.0,64,40,inspection
Jasmine,122,5,4,13.6,71,3,inspection
Ponni,373,16,7,12.5,73,33,inspection
Ponni,333,6,4,15.2,78,1,inspection
Jasmine,390,33,4,13.2,81,0,inspection
Jasmine,181,13,8,12.8,58,60,inspection
Jasmine,336,20,2,16.7,75,95,inspection
Basmati,124,4,3,14.7,91,7,inspection
IR-64,259,18,10,16.7,50,6,inspection
Sona Masoori,401,33,8,15.6,53,10,inspection
Swarna,96,5,3,16.0,79,24,inspection
Jasmine,379,36,16,14.8,55,17,inspection
Sona Masoori,84,1,3,15.1,85,65,inspection
Ponni,497,32,18,13.1,74,73,inspection
Jasmine,422,9,14,15.8,75,61,inspection
IR-64,97,5,2,11.8,92,33,inspection
Swarna,381,37,13,12.8,76,46,inspection
Sona Masoori,370,21,16,12.2,54,67,inspection
Sona Masoori,270,20,5,12.6,55,67,inspection
Basmati,122,8,5,14.0,54,81,inspection
IR-64,484,16,2,11.7,62,52,inspection
Jasmine,283,7,12,14.7,77,64,inspection
Ponni,362,12,15,11.9,79,55,inspection
IR-64,175,12,6,15.6,92,8,inspection
Jasmine,151,3,6,16.7,58,68,inspection
Swarna,472,20,14,13.9,56,22,inspection
Swarna,358,13,15,12.9,89,72,inspection
IR-64,220,17,2,12.5,89,53,inspection
Jasmine,326,21,12,13.0,65,95,inspection
Jasmine,337,5,13,13.8,57,14,inspection
IR-64,173,11,4,11.7,66,3,inspection
Basmati,347,13,6,14.1,55,42,inspection
Jasmine,397,36,13,15.6,53,81,inspection
IR-64,459,6,21,14.1,80,78,inspection
Ponni,110,8,5,15.1,51,91,inspection
IR-64,299,26,14,12.4,76,22,inspection
Swarna,431,16,6,11.6,59,24,inspection
Ponni,467,19,14,11.5,89,40,inspection
Ponni,310,15,14,14.0,64,92,inspection
Ponni,160,13,2,14.7,72,62,inspection
Basmati,94,3,2,14.5,91,18,inspection
Jasmine,103,3,2,11.9,80,86,inspection
Swarna,66,1,1,12.7,83,54,inspection
Jasmine,297,7,14,16.1,56,13,inspection
Basmati,433,5,0,16.0,63,26,inspection
Sona Masoori,245,18,6,13.6,65,4,inspection
IR-64,355,35,9,16.6,90,32,inspection
Ponni,298,4,7,12.7,60,14,inspection
Jasmine,327,22,3,14.3,55,21,inspection
Swarna,240,9,2,15.5,68,69,inspection
Swarna,128,11,3,11.5,89,57,inspection
IR-64,338,16,12,14.0,93,8,inspection
Swarna,373,17,1,15.2,63,80,inspection
Ponni,434,7,15,15.4,72,42,inspection
Sona Masoori,246,5,3,16.2,52,65,inspection
Ponni,453,22,3,12.9,58,16,inspection
Jasmine,84,8,0,11.6,76,1,inspection
IR-64,224,6,7,11.7,91,67,inspection
IR-64,402,13,20,12.9,59,81,inspection
Basmati,473,37,3,12.6,57,55,inspection
Ponni,75,5,0,16.1,57,53,inspection
Swarna,490,21,13,16.3,77,78,inspection
Jasmine,406,35,5,13.1,65,26,inspection
Basmati,189,3,3,11.8,51,49,inspection
Ponni,297,10,11,11.5,93,69,inspection
Basmati,342,23,8,11.6,71,93,inspection
Basmati,133,3,0,14.6,76,88,inspection
IR-64,211,8,0,12.0,72,0,inspection
Ponni,472,22,17,13.7,86,90,inspection
IR-64,122,4,0,13.2,60,90,inspection
IR-64,416,39,6,12.4,92,70,inspection
Ponni,158,10,1,16.7,91,56,inspection
Basmati,438,16,21,11.8,94,91,inspection
IR-64,234,14,0,15.5,93,25,inspection
Sona Masoori,104,8,1,12.1,71,20,inspection
Jasmine,282,20,7,15.9,79,57,inspection
IR-64,265,9,7,11.7,55,56,inspection
IR-64,70,6,1,12.9,72,68,inspection
Jasmine,448,21,17,14.6,57,69,inspection
Basmati,483,47,5,16.3,61,77,inspection
Jasmine,228,17,6,16.6,68,84,inspection
IR-64,83,3,1,13.2,72,72,inspection
Swarna,366,26,14,14.7,55,13,inspection
Ponni,468,17,7,14.4,51,90,inspection
Swarna,133,10,4,13.8,66,41,inspection
Sona Masoori,259,25,7,11.5,86,45,inspection
Sona Masoori,468,43,3,15.5,72,84,inspection
Sona Masoori,457,26,17,12.6,74,90,inspection
Sona Masoori,63,3,2,16.4,62,34,inspection
